Molar ratio,SBET_m2_g,Vpore_cm3_g,Pressure_MPa,Temperature_K,Adsorption_capacity_mmol_g,Mg_source_acetate_mg_source,Mg_source_nitrate_mg_source,Mg_source_other_mg_salts,Mg_source_oxide_mg_source,Solvent_aqueous_dmf_system,Solvent_non_aqueous_alcohol_dmf_system,Solvent_special_two_phase_system,Treatment_carbon_treatment,Treatment_framework_nitrogen,Treatment_metal_treatment,Treatment_no_treatment,Treatment_organic_acid_treatment,Treatment_other_treatment,Treatment_polymer_treatment,Treatment_post_base_treatment,Morphology_flower_like_structure,Morphology_other_morphology,Morphology_porous_structure,Morphology_rod_columnar_structure,Morphology_spherical_structure
3.18,261.24,0.23,0.047436,298,0.30461,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.051899,298,0.32165,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.055575,298,0.33466,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.059565,298,0.34856,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.065236,298,0.36904,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.07201,298,0.38967,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.078284,298,0.40985,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.083404,298,0.42644,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.08981,298,0.44378,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.097161,298,0.46381,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.103488,298,0.4819,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.108608,298,0.4964,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.113124,298,0.50821,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.18,261.24,0.23,0.120396,298,0.53004,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2.99763033175355,73.07,0.18,0.001856,273,0.06992,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.005064,273,0.1435,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.009142,273,0.17893,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.011846,273,0.20073,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.014802,273,0.2209,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.017574,273,0.23889,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.01998,273,0.25415,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.022363,273,0.26505,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.025021,273,0.28194,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.027335,273,0.29285,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.029856,273,0.3032,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.034713,273,0.325,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.039479,273,0.34353,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.044726,273,0.36316,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.04979,273,0.38005,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.05451,273,0.40022,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.059482,273,0.41657,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.064569,273,0.43238,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.069472,273,0.45091,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.074444,273,0.4629,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.079531,273,0.48034,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.084434,273,0.50378,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.089292,273,0.53593,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.094241,273,0.567,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.097998,273,0.60188,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.100313,273,0.6384,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.002628,298,0.02722,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.006231,298,0.0774,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.009236,298,0.10299,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.014055,298,0.13103,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.015431,298,0.14383,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.017588,298,0.15465,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.020043,298,0.16941,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.023003,298,0.18171,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.025022,298,0.19205,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.027569,298,0.20238,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.030277,298,0.21468,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.034659,298,0.22993,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.0395,298,0.24666,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.04464,298,0.26142,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.049825,298,0.2752,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.05469,298,0.28996,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.0596,298,0.30521,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.064533,298,0.32145,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.069718,298,0.33768,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.07456,298,0.349,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.079539,298,0.36327,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.084495,298,0.37901,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.089451,298,0.39623,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.094154,298,0.41739,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.097986,298,0.44986,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.99763033175355,73.07,0.18,0.100349,298,0.46266,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.000733,273,0.20237,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.00275,273,0.3359,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.005797,273,0.43129,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.008707,273,0.49396,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.011273,273,0.53048,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.012373,273,0.55174,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.01439,273,0.58117,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.017162,273,0.61932,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.019912,273,0.65366,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.022409,273,0.682,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.024632,273,0.70326,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.027335,273,0.73106,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.029466,273,0.75449,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.034392,273,0.80028,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.039387,273,0.84006,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.044428,273,0.87604,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.049286,273,0.91256,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.054258,273,0.95725,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.059322,273,0.98505,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.064385,273,1.01448,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.069357,273,1.04445,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.074284,273,1.08424,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.079485,273,1.11367,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.084045,273,1.14965,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.089177,273,1.18617,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.094012,273,1.23086,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.097953,273,1.27664,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.100519,273,1.32788,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.00054,298,0.15022,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.003363,298,0.24322,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.005703,298,0.33129,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.00841,298,0.39525,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.011026,298,0.43363,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.012472,298,0.46315,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.014904,298,0.48923,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.017565,298,0.52367,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.019791,298,0.54778,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.022453,298,0.57631,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.024678,298,0.59747,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.027615,298,0.62256,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.029841,298,0.64028,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.034384,298,0.67718,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.039982,298,0.71408,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.044801,298,0.74508,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.049183,298,0.77263,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.05446,298,0.80117,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.059347,298,0.82971,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.064326,298,0.85923,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.069328,298,0.88924,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.074422,298,0.91187,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.079309,298,0.94041,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.084518,298,0.96649,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.089359,298,0.99404,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.094223,298,1.02848,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.098009,298,1.07129,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,130.42,0.27,0.100992,298,1.10819,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.000802,273,0.26559,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.002337,273,0.37242,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.004835,273,0.44818,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.007745,273,0.53212,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.01093,273,0.60624,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.012511,273,0.63949,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.015008,273,0.682,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.017437,273,0.72179,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.019912,273,0.75613,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.022478,273,0.79265,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.024632,273,0.82208,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.027267,273,0.85151,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.029627,273,0.88149,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.03453,273,0.93054,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.039662,273,0.9736,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.044566,273,1.01339,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.049767,273,1.05263,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.054556,273,1.09242,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.059528,273,1.12839,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.064592,273,1.16491,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.069564,273,1.20088,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.074559,273,1.23903,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.079554,273,1.2701,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.084388,273,1.30662,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.089589,273,1.33932,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.094287,273,1.39383,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.097746,273,1.44833,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.100038,273,1.5061,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.00077,298,0.10742,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.002307,298,0.25748,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.005038,298,0.3859,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.008135,298,0.48086,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.01098,298,0.54974,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.012196,298,0.57976,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.015179,298,0.62847,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.017405,298,0.66045,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.019676,298,0.69489,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.022498,298,0.73179,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.025068,298,0.75836,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.02734,298,0.7869,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.029611,298,0.80953,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.034705,298,0.8548,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.039707,298,0.90006,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.044755,298,0.93943,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.049734,298,0.9783,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.054667,298,1.01421,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.059829,298,1.04521,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.064441,298,1.0831,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.069604,298,1.10819,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.074491,298,1.13771,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.079424,298,1.17117,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.084518,298,1.20118,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.089405,298,1.2307,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.094108,298,1.26514,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.097894,298,1.31139,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0,160.37,0.36,0.100602,298,1.34239,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.00094,273,0.31465,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.00165,273,0.48906,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.004629,273,0.67546,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.008089,273,0.78393,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.010998,273,0.85315,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.01203,273,0.88476,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.014733,273,0.93436,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.017299,273,0.98178,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.019705,273,1.03137,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.022409,273,1.06735,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.024632,273,1.10713,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.027267,273,1.14147,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.029764,273,1.17799,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.035011,273,1.24067,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.039594,273,1.29681,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.044291,273,1.3524,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.049286,273,1.40691,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.054258,273,1.4565,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.059253,273,1.5061,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.064248,273,1.55189,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.06922,273,1.59603,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.074352,273,1.64073,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.079256,273,1.68488,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.084251,273,1.72793,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.089315,273,1.78571,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.09408,273,1.83967,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3.0011862396204,197.25,0.38,0.097815,273,1.91379,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
